cellnumber     x-coordinate     y-coordinate     x-coordinate     y-coordinate         pressure velocity-magnitude       x-velocity       y-velocity 
        66  1.481887431E-05  2.499997713E-07  1.481887431E-05  2.499997713E-07  3.065325449E+01  7.466083607E-03  7.466082722E-03  3.634124791E-06 
        67  1.677883411E-05  2.750026271E-06  1.677883411E-05  2.750026271E-06  1.926761240E+01  5.971881680E-02  5.971881111E-02  2.608085476E-05 
        68  1.726293559E-05  3.250171023E-06  1.726293559E-05  3.250171023E-06  1.638614360E+01  6.569127564E-02  6.569127453E-02  1.208767928E-05 
        69  1.629611675E-05  2.249874605E-06  1.629611675E-05  2.249874605E-06  2.212980702E+01  5.225937321E-02  5.225935533E-02  4.322576165E-05 
        70  1.775369298E-05  3.750140770E-06  1.775369298E-05  3.750140770E-06  1.344882070E+01  7.016998703E-02  7.016998695E-02  3.431632263E-06 
        71  1.581041823E-05  1.750034920E-06  1.581041823E-05  1.750034920E-06  2.498115699E+01  4.332015290E-02  4.332011435E-02  5.778934714E-05 
        72  1.825058648E-05  4.250044085E-06  1.825058648E-05  4.250044085E-06  1.047601501E+01  7.315817378E-02  7.315817378E-02 -3.494077485E-07 
        73  1.531851017E-05  1.250370187E-06  1.531851017E-05  1.250370187E-06  2.784260831E+01  3.289496220E-02  3.289491484E-02  5.581959380E-05 
        74  1.875007121E-05  4.750005273E-06  1.875007121E-05  4.750005273E-06  7.493491459E+00  7.464763403E-02  7.464763403E-02 -1.404927518E-07 
        75  1.482253267E-05  7.502455439E-07  1.482253267E-05  7.502455439E-07  3.066940034E+01  2.095414178E-02  2.095409702E-02  4.331049241E-05 
        76  1.925002769E-05  5.250001318E-06  1.925002769E-05  5.250001318E-06  4.521832960E+00  7.466096255E-02  7.466096250E-02 -2.745013257E-06 
        77  1.975000593E-05  5.750000659E-06  1.975000593E-05  5.750000659E-06  1.507564876E+00  7.312489157E-02  7.312489145E-02  4.133300263E-06 
        78  1.432472654E-05  2.499997706E-07  1.432472654E-05  2.499997706E-07  3.349362573E+01  7.488308740E-03  7.488304475E-03  7.992209608E-06 
        79  1.677088461E-05  3.250098376E-06  1.677088461E-05  3.250098376E-06  1.934066773E+01  6.569287355E-02  6.569286566E-02  3.220930249E-05 
        80  1.628747548E-05  2.749949380E-06  1.628747548E-05  2.749949380E-06  2.221316855E+01  5.972692510E-02  5.972689683E-02  5.811392516E-05 
        81  1.725831434E-05  3.750155799E-06  1.725831434E-05  3.750155799E-06  1.642607908E+01  7.017059233E-02  7.017059119E-02  1.268673615E-05 
        82  1.580326734E-05  2.249954146E-06  1.580326734E-05  2.249954146E-06  2.507585880E+01  5.228417003E-02  5.228409608E-02  8.793712689E-05 
        83  1.775213981E-05  4.250092291E-06  1.775213981E-05  4.250092291E-06  1.346497433E+01  7.315760434E-02  7.315760423E-02  3.992493763E-06 
        84  1.531647665E-05  1.749893829E-06  1.531647665E-05  1.749893829E-06  2.791806827E+01  4.335965963E-02  4.335952031E-02  1.099142165E-04 
        85  1.825031896E-05  4.750021365E-06  1.825031896E-05  4.750021365E-06  1.048132218E+01  7.465002657E-02  7.465002652E-02  2.592511197E-06 
        86  1.482435914E-05  1.249629993E-06  1.482435914E-05  1.249629993E-06  3.075409506E+01  3.294090965E-02  3.294074376E-02  1.045435208E-04 
        87  1.875003561E-05  5.249998680E-06  1.875003561E-05  5.249998680E-06  7.493662655E+00  7.464622687E-02  7.464622686E-02  1.261104081E-06 
        88  1.432838344E-05  7.497520765E-07  1.432838344E-05  7.497520765E-07  3.353153821E+01  2.101278456E-02  2.101264491E-02  7.660882955E-05 
        89  1.925001286E-05  5.749999670E-06  1.925001286E-05  5.749999670E-06  4.515564404E+00  7.316382209E-02  7.316382201E-02  3.305510906E-06 
        90  1.975000297E-05  6.250000330E-06  1.975000297E-05  6.250000330E-06  1.514183342E+00  7.013362037E-02  7.013362027E-02  3.635020484E-06 
        91  1.383057876E-05  2.499997694E-07  1.383057876E-05  2.499997694E-07  3.631347776E+01  7.527697982E-03  7.527683061E-03  1.498810813E-05 
        92  1.627917995E-05  3.250023269E-06  1.627917995E-05  3.250023269E-06  2.229849334E+01  6.569344851E-02  6.569341448E-02  6.685693038E-05 
        93  1.676597055E-05  3.749631727E-06  1.676597055E-05  3.749631727E-06  1.938617631E+01  7.016467564E-02  7.016466953E-02  2.928287855E-05 
        94  1.579537144E-05  2.749951022E-06  1.579537144E-05  2.749951022E-06  2.516722483E+01  5.974124289E-02  5.974113800E-02  1.119458937E-04 
        95  1.725522716E-05  4.250123928E-06  1.725522716E-05  4.250123928E-06  1.645742493E+01  7.315558684E-02  7.315558586E-02  1.197628428E-05 
        96  1.530987203E-05  2.249923497E-06  1.530987203E-05  2.249923497E-06  2.802951517E+01  5.232137632E-02  5.232112739E-02  1.613955887E-04 
        97  1.775122942E-05  4.750056764E-06  1.775122942E-05  4.750056764E-06  1.347332746E+01  7.464930979E-02  7.464930974E-02  2.776123391E-06 
        98  1.482242888E-05  1.750069966E-06  1.482242888E-05  1.750069966E-06  3.085778265E+01  4.343613451E-02  4.343570076E-02  1.941158999E-04 
        99  1.825016739E-05  5.250013316E-06  1.825016739E-05  5.250013316E-06  1.048228650E+01  7.464827108E-02  7.464827108E-02  4.175904142E-08 
       100  1.433021461E-05  1.250370182E-06  1.433021461E-05  1.250370182E-06  3.366460215E+01  3.306498403E-02  3.306448307E-02  1.820114187E-04 
       101  1.875001780E-05  5.750001318E-06  1.875001780E-05  5.750001318E-06  7.480759577E+00  7.315007820E-02  7.315007813E-02  3.266762307E-06 
       102  1.383423710E-05  7.502455368E-07  1.383423710E-05  7.502455368E-07  3.638167465E+01  2.114125393E-02  2.114085901E-02  1.292221089E-04 
       103  1.925000692E-05  6.250000329E-06  1.925000692E-05  6.250000329E-06  4.523872527E+00  7.017053050E-02  7.017053041E-02  3.539942218E-06 
       104  1.975000148E-05  6.750000165E-06  1.975000148E-05  6.750000165E-06  1.513649816E+00  6.564774359E-02  6.564774331E-02  6.000416327E-06 
       105  1.333643097E-05  2.499997668E-07  1.333643097E-05  2.499997668E-07  3.912066037E+01  7.595781404E-03  7.595737121E-03  2.593670941E-05 
       106  1.627515359E-05  3.749839314E-06  1.627515359E-05  3.749839314E-06  2.234341937E+01  7.015803148E-02  7.015800746E-02  5.805573514E-05 
       107  1.578727571E-05  3.249986469E-06  1.578727571E-05  3.249986469E-06  2.526387555E+01  6.569262028E-02  6.569250482E-02  1.231665301E-04 
       108  1.676243778E-05  4.250375145E-06  1.676243778E-05  4.250375145E-06  1.942765447E+01  7.315126267E-02  7.315125828E-02  2.534383307E-05 
       109  1.530262176E-05  2.749936672E-06  1.530262176E-05  2.749936672E-06  2.813270721E+01  5.976209384E-02  5.976176154E-02  1.992916774E-04 
       110  1.725322835E-05  4.750090257E-06  1.725322835E-05  4.750090257E-06  1.646785639E+01  7.464561793E-02  7.464561773E-02  5.446481339E-06 
       111  1.481615040E-05  2.249996334E-06  1.481615040E-05  2.249996334E-06  3.099365990E+01  5.238463639E-02  5.238389770E-02  2.781937001E-04 
       112  1.775069842E-05  5.250035016E-06  1.775069842E-05  5.250035016E-06  1.347591822E+01  7.464699112E-02  7.464699111E-02  1.400542228E-06 
       113  1.432833412E-05  1.749911350E-06  1.432833412E-05  1.749911350E-06  3.380685219E+01  4.354957999E-02  4.354836183E-02  3.257288295E-04 
       114  1.825009013E-05  5.750006492E-06  1.825009013E-05  5.750006492E-06  1.047965809E+01  7.315370288E-02  7.315370283E-02  2.519606617E-06 
       115  1.383606357E-05  1.249629986E-06  1.383606357E-05  1.249629986E-06  3.658317872E+01  3.322020722E-02  3.321883955E-02  3.014411580E-04 
       116  1.875000890E-05  6.249999670E-06  1.875000890E-05  6.249999670E-06  7.480682639E+00  7.015774059E-02  7.015774048E-02  3.941759977E-06 
       117  1.334008786E-05  7.497520646E-07  1.334008786E-05  7.497520646E-07  3.922861836E+01  2.132039564E-02  2.131936606E-02  2.095260800E-04 
       118  1.925000321E-05  6.749999917E-06  1.925000321E-05  6.749999917E-06  4.522814750E+00  6.568421421E-02  6.568421393E-02  6.123552464E-06 
       119  1.975000074E-05  7.250000082E-06  1.975000074E-05  7.250000082E-06  1.514119093E+00  5.966949579E-02  5.966949535E-02  7.230655447E-06 
       120  1.284228318E-05  2.499997616E-07  1.284228318E-05  2.499997616E-07  4.193520345E+01  7.706007274E-03  7.705890257E-03  4.246699337E-05 
       121  1.627237102E-05  4.250296362E-06  1.627237102E-05  4.250296362E-06  2.238991248E+01  7.313478280E-02  7.313476718E-02  4.780855017E-05 
       122  1.578355940E-05  3.749917008E-06  1.578355940E-05  3.749917008E-06  2.531406502E+01  7.014207745E-02  7.014199761E-02  1.058286740E-04 
       123  1.529494876E-05  3.249960937E-06  1.529494876E-05  3.249960937E-06  2.824121463E+01  6.568791383E-02  6.568756783E-02  2.132029542E-04 
       124  1.675791083E-05  4.750786400E-06  1.675791083E-05  4.750786400E-06  1.944532207E+01  7.463766057E-02  7.463766002E-02  9.043496701E-06 
       125  1.480938605E-05  2.749966074E-06  1.480938605E-05  2.749966074E-06  3.111322180E+01  5.979445126E-02  5.979350280E-02  3.367854304E-04 
       126  1.725196341E-05  5.250062585E-06  1.725196341E-05  5.250062585E-06  1.647393510E+01  7.464331869E-02  7.464331868E-02  7.856633949E-07 
       127  1.432224227E-05  2.249953489E-06  1.432224227E-05  2.249953489E-06  3.397503757E+01  5.248006874E-02  5.247806446E-02  4.586551381E-04 
       128  1.775039428E-05  5.750020744E-06  1.775039428E-05  5.750020744E-06  1.347587682E+01  7.315238498E-02  7.315238498E-02 -1.949941924E-07 
       129  1.383420988E-05  1.750078754E-06  1.383420988E-05  1.750078754E-06  3.677617213E+01  4.373883759E-02  4.373566409E-02  5.268783341E-04 
       130  1.825004704E-05  6.250003905E-06  1.825004704E-05  6.250003905E-06  1.047897973E+01  7.016242938E-02  7.016242931E-02  3.183144831E-06 
       131  1.334191901E-05  1.250370161E-06  1.334191901E-05  1.250370161E-06  3.952726366E+01  3.350964077E-02  3.350617607E-02  4.818602420E-04 
       132  1.875000445E-05  6.750000330E-06  1.875000445E-05  6.750000330E-06  7.478392064E+00  6.567176938E-02  6.567176910E-02  6.084196566E-06 
       133  1.284594148E-05  7.502455083E-07  1.284594148E-05  7.502455083E-07  4.209685488E+01  2.163025978E-02  2.162774081E-02  3.300996891E-04 
       134  1.925000173E-05  7.250000082E-06  1.925000173E-05  7.250000082E-06  4.522616436E+00  5.970539574E-02  5.970539526E-02  7.542811018E-06 
       135  1.975000037E-05  7.750000041E-06  1.975000037E-05  7.750000041E-06  1.514280337E+00  5.220045281E-02  5.220045209E-02  8.665871441E-06 
       136  1.234813536E-05  2.499997513E-07  1.234813536E-05  2.499997513E-07  4.479472824E+01  7.880936097E-03  7.880651452E-03  6.698094428E-05 
       137  1.578131890E-05  4.249721169E-06  1.578131890E-05  4.249721169E-06  2.537046209E+01  7.310267145E-02  7.310262590E-02  8.160366745E-05 
       138  1.626518658E-05  4.750238351E-06  1.626518658E-05  4.750238351E-06  2.241752846E+01  7.461566592E-02  7.461566421E-02  1.596877826E-05 
       139  1.529138675E-05  3.749910986E-06  1.529138675E-05  3.749910986E-06  2.829762792E+01  7.010936669E-02  7.010912941E-02  1.824024223E-04 
       140  1.480216741E-05  3.249962991E-06  1.480216741E-05  3.249962991E-06  3.123484560E+01  6.567704155E-02  6.567608992E-02  3.535518769E-04 
       141  1.675426717E-05  5.250085122E-06  1.675426717E-05  5.250085122E-06  1.946622857E+01  7.463296669E-02  7.463296666E-02 -2.186685774E-06 
       142  1.431581417E-05  2.749959420E-06  1.431581417E-05  2.749959420E-06  3.411534889E+01  5.984106168E-02  5.983855618E-02  5.475919755E-04 
       143  1.725117886E-05  5.750041638E-06  1.725117886E-05  5.750041638E-06  1.648074986E+01  7.315081436E-02  7.315081408E-02 -6.461459319E-06 
       144  1.382822606E-05  2.250015788E-06  1.382822606E-05  2.250015788E-06  3.698433696E+01  5.263052906E-02  5.262544793E-02  7.313134449E-04 
       145  1.775022066E-05  6.250012321E-06  1.775022066E-05  6.250012321E-06  1.346965620E+01  7.016164025E-02  7.016164025E-02 -1.108341461E-08 
       146  1.334007678E-05  1.749915732E-06  1.334007678E-05  1.749915732E-06  3.978528960E+01  4.402035322E-02  4.401259228E-02  8.265704483E-04 
       147  1.825002513E-05  6.750001911E-06  1.825002513E-05  6.750001911E-06  1.047347161E+01  6.567676954E-02  6.567676934E-02  5.195109021E-06 
       148  1.284776792E-05  1.249629958E-06  1.284776792E-05  1.249629958E-06  4.252649571E+01  3.390929480E-02  3.390106328E-02  7.471160881E-04 
       149  1.875000223E-05  7.249999918E-06  1.875000223E-05  7.249999918E-06  7.476445238E+00  5.969315144E-02  5.969315090E-02  8.043490628E-06 
       150  1.235179214E-05  7.497520168E-07  1.235179214E-05  7.497520168E-07  4.502323201E+01  2.207671482E-02  2.207092927E-02  5.053893383E-04 
       151  1.925000080E-05  7.749999979E-06  1.925000080E-05  7.749999979E-06  4.521455483E+00  5.223549002E-02  5.223548923E-02  9.068336114E-06 
       152  1.975000019E-05  8.250000021E-06  1.975000019E-05  8.250000021E-06  1.514357852E+00  4.324221671E-02  4.324221566E-02  9.529732810E-06 
       153  1.185398749E-05  2.499997306E-07  1.185398749E-05  2.499997306E-07  4.776858273E+01  8.148050768E-03  8.147409986E-03  1.021853349E-04 
       154  1.577308640E-05  4.750658514E-06  1.577308640E-05  4.750658514E-06  2.539413497E+01  7.457730564E-02  7.457730139E-02  2.518271630E-05 
       155  1.528991519E-05  4.249813270E-06  1.528991519E-05  4.249813270E-06  2.836815736E+01  7.304775539E-02  7.304763009E-02  1.353010776E-04 
       156  1.625913546E-05  5.250250207E-06  1.625913546E-05  5.250250207E-06  2.245327109E+01  7.461309485E-02  7.461309453E-02 -6.843460051E-06 
       157  1.479882453E-05  3.749996374E-06  1.479882453E-05  3.749996374E-06  3.129641431E+01  7.005295104E-02  7.005230255E-02  3.014250097E-04 
       158  1.430899079E-05  3.249960773E-06  1.430899079E-05  3.249960773E-06  3.425130923E+01  6.565499604E-02  6.565254813E-02  5.669470479E-04 
       159  1.675272304E-05  5.750063340E-06  1.675272304E-05  5.750063340E-06  1.948557321E+01  7.314330079E-02  7.314329844E-02 -1.854919313E-05 
       160  1.382202010E-05  2.749987297E-06  1.382202010E-05  2.749987297E-06  3.714816642E+01  5.991063309E-02  5.990440436E-02  8.638837642E-04 
       161  1.725069977E-05  6.250026968E-06  1.725069977E-05  6.250026968E-06  1.647043158E+01  7.016234230E-02  7.016234183E-02 -8.197921299E-06 
       162  1.333415143E-05  2.249965443E-06  1.333415143E-05  2.249965443E-06  4.003961587E+01  5.285455481E-02  5.284238231E-02  1.134282117E-03 
       163  1.775012289E-05  6.750007115E-06  1.775012289E-05  6.750007115E-06  1.346186952E+01  6.567742753E-02  6.567742750E-02  1.829576972E-06 
       164  1.284593336E-05  1.750080922E-06  1.284593336E-05  1.750080922E-06  4.286457369E+01  4.445644895E-02  4.443844953E-02  1.264933160E-03 
       165  1.825001306E-05  7.250001120E-06  1.825001306E-05  7.250001120E-06  1.046820801E+01  5.969722209E-02  5.969722158E-02  7.817618679E-06 
       166  1.235362323E-05  1.250370080E-06  1.235362323E-05  1.250370080E-06  4.563023773E+01  3.455482560E-02  3.453631941E-02  1.130758094E-03 
       167  1.875089151E-05  7.749701874E-06  1.875089151E-05  7.749701874E-06  7.468022749E+00  5.222784542E-02  5.222784464E-02  9.006420878E-06 
       168  1.185764559E-05  7.502453942E-07  1.185764559E-05  7.502453942E-07  4.808281580E+01  2.277213908E-02  2.275956659E-02  7.566022901E-04 
       169  1.925045733E-05  8.249847352E-06  1.925045733E-05  8.249847352E-06  4.516675950E+00  4.327942485E-02  4.327942380E-02  9.543765017E-06 
       170  1.975000009E-05  8.750000010E-06  1.975000009E-05  8.750000010E-06  1.510439227E+00  3.279653710E-02  3.279653533E-02  1.076128157E-05 
       171  1.528077527E-05  4.750106704E-06  1.528077527E-05  4.750106704E-06  2.838403551E+01  7.450813805E-02  7.450812738E-02  3.988655427E-05 
       172  1.576390953E-05  5.250465978E-06  1.576390953E-05  5.250465978E-06  2.545090113E+01  7.457165283E-02  7.457165114E-02 -1.588414837E-05 
       173  1.479711393E-05  4.249972024E-06  1.479711393E-05  4.249972024E-06  3.139120316E+01  7.295353448E-02  7.295320900E-02  2.179200440E-04 
       174  1.625592950E-05  5.750156304E-06  1.625592950E-05  5.750156304E-06  2.248969933E+01  7.312833603E-02  7.312832557E-02 -3.911445378E-05 
       175  1.430597642E-05  3.749910765E-06  1.430597642E-05  3.749910765E-06  3.431623212E+01  6.995699957E-02  6.995533272E-02  4.829222595E-04 
       176  1.381550544E-05  3.249973676E-06  1.381550544E-05  3.249973676E-06  3.729716980E+01  6.561675243E-02  6.561078711E-02  8.847677519E-04 
       177  1.675171142E-05  6.250045129E-06  1.675171142E-05  6.250045129E-06  1.947095934E+01  7.015880660E-02  7.015880261E-02 -2.365906595E-05 
       178  1.332808577E-05  2.749976090E-06  1.332808577E-05  2.749976090E-06  4.022602088E+01  6.001081940E-02  5.999610649E-02  1.328778080E-03 
       179  1.725041133E-05  6.750017036E-06  1.725041133E-05  6.750017036E-06  1.646110495E+01  6.567941654E-02  6.567941613E-02 -7.288923835E-06 
       180  1.284004240E-05  2.250022870E-06  1.284004240E-05  2.250022870E-06  4.316786609E+01  5.319280298E-02  5.316502881E-02  1.718720570E-03 
       181  1.775148969E-05  7.249348586E-06  1.775148969E-05  7.249348586E-06  1.344322365E+01  5.970690012E-02  5.970689999E-02  3.872304436E-06 
